engine_displacement_cc,vehicle_weight_kg,drag_coefficient,transmission_type,fuel_type,cylinders,turbocharged,drivetrain,tire_type,aerodynamics_package,fuel_efficiency_mpg
1475.2716650722878,2578.9907696281743,0.3303557601308649,Automatic,Diesel,8.0,Yes,AWD,Eco,Sport,61.955461036634446
1470.1049871084197,1863.4338952662279,0.44876967777993965,Manual,Petrol,6.0,Yes,4WD,Eco,Eco,
3596.841208464254,2558.329038012029,0.4260629524297854,Manual,,4.0,No,FWD,Performance,Eco,41.75602538367025
3984.1795170616933,1087.801181831575,0.374681191631888,Automatic,Electric,3.0,No,FWD,Eco,Eco,49.480400950020396
3333.4750603886387,2576.182322428197,,Automatic,Petrol,4.0,Yes,AWD,Off-Road,Eco,48.96235006621373
4848.690193898168,3498.4170595807996,0.3741320959649168,Manual,Diesel,4.0,No,4WD,Eco,Eco,27.61394797884182
2499.482318094816,930.1725049235013,0.2902624215644867,CVT,Petrol,4.0,Yes,RWD,All-Season,Eco,44.336576369487595
2142.848345127443,3438.370297397557,0.3290275486528637,Automatic,Petrol,6.0,No,FWD,Performance,Sport,54.79565712100782
4474.396512757841,1898.6514939517506,0.25789190657817984,Automatic,Petrol,6.0,Yes,AWD,Performance,Eco,38.75394900251219
,3151.0343159105996,0.34510920749736534,CVT,Hybrid,6.0,No,AWD,Eco,Sport,54.66490383493675
4852.890157762446,2912.4408069573383,0.3586049167915326,Manual,,4.0,No,4WD,Off-Road,Sport,32.99412988772774
1048.6178987592655,2330.9439046640027,0.29554994722064193,Manual,Hybrid,4.0,No,4WD,Performance,Standard,61.93800635818795
4879.515306830556,2793.8128649785813,0.4428057694331028,CVT,Electric,4.0,No,FWD,All-Season,Sport,41.696422024955055
1172.6396478023044,3171.992015513639,0.4318909221874484,Automatic,Petrol,3.0,No,AWD,All-Season,Sport,44.797397539630715
4564.572454792284,1891.1788684577891,0.3944286470911812,Automatic,Petrol,6.0,No,RWD,Performance,Eco,16.56807844022942
3110.8044363451995,1682.9895362207444,0.35667732575307254,CVT,Diesel,3.0,No,AWD,Off-Road,Sport,
4971.859184477202,2602.5021410216787,0.423993831929537,CVT,Petrol,4.0,No,RWD,Off-Road,Eco,46.646694023552236
1295.1862589415955,2981.1840432413983,0.2761304687646926,AMT,Petrol,4.0,No,RWD,Eco,Eco,35.99351858911356
3215.417137605283,2858.1698638968624,0.408101958854977,Automatic,Petrol,4.0,Yes,FWD,Eco,Eco,40.408189522908735
4877.210142476396,2954.096851918313,0.27496416279336966,Automatic,Diesel,6.0,No,AWD,Performance,Standard,18.14857043668502
3092.3913766805954,1976.074949994919,0.4088421325098811,Automatic,Diesel,4.0,Yes,RWD,Eco,Eco,56.70676192051921
,3008.1523836725582,0.3051535136502714,Manual,Petrol,6.0,No,4WD,Eco,Sport,54.225280114810865
3782.9947559384686,1124.5644495006427,0.4254181162036378,Automatic,Petrol,4.0,No,RWD,Eco,Eco,24.267698786092474
2818.1642590710926,2270.120564494294,0.4388084187650796,Manual,Diesel,4.0,No,4WD,All-Season,Eco,
,815.5483833449282,0.2797591938810231,DCT,Diesel,6.0,Yes,,Eco,Eco,55.91576058271358
3337.257247692401,1676.3817407307297,0.3425351210130787,Automatic,Petrol,4.0,Yes,AWD,Performance,Standard,47.04270682078
4604.632041963956,1789.4461441527742,0.44619747563253703,Automatic,Diesel,12.0,No,4WD,Off-Road,,30.519904764792244
1181.7855213658315,1869.6662673449896,0.3466814871946293,Automatic,Petrol,4.0,No,RWD,Eco,Standard,47.805557523908355
2123.852758368921,2677.7614580626278,0.422709504502909,,Petrol,4.0,Yes,4WD,Off-Road,Sport,25.52308738416061
4801.645936306235,1849.1068734299336,0.367746304426264,Manual,Diesel,4.0,No,AWD,Eco,Standard,30.912749863971044
4561.055135563665,2011.4727810808329,0.32506598158392036,Automatic,Diesel,8.0,,FWD,Performance,Sport,27.003482655358933
2822.6270111428516,1441.3691533606843,0.30715671110517406,Manual,Petrol,4.0,No,RWD,All-Season,Standard,42.84625511951033
3480.5303912061468,1807.7798373992182,0.29064461821721743,Automatic,Diesel,6.0,Yes,RWD,Performance,Eco,20.411332338277433
2109.524731924531,1413.6279936105088,0.40235963827553944,DCT,Diesel,4.0,No,AWD,All-Season,Standard,61.66551901741693
1752.4846388950452,997.6289941747978,0.3273081013646056,DCT,Diesel,4.0,Yes,AWD,Eco,Standard,31.67561768314334
2854.7936197599283,2429.31120212972,0.35225509244015024,Automatic,Diesel,4.0,No,AWD,Eco,Eco,25.948506355290064
2413.4089121042116,2604.1745560985437,0.3484650960002364,Manual,Diesel,4.0,Yes,AWD,All-Season,Eco,39.827490680091564
3334.6244474034884,2472.623934225959,0.36545580584662624,DCT,Petrol,4.0,Yes,RWD,Performance,Sport,28.849890922735803
1310.9385478599393,2051.4339182615454,0.42311542912491046,DCT,Petrol,6.0,Yes,FWD,Performance,,41.74520431913221
4897.579230664665,1825.4216064839204,0.4461478687166859,Manual,Petrol,4.0,Yes,4WD,All-Season,Sport,32.425457489104275
4944.842977918412,,0.33151684171476337,CVT,Petrol,4.0,No,,Eco,Standard,21.60334053845204
3792.6468560789804,2201.5208198677888,0.4155037844212606,Manual,Diesel,4.0,Yes,FWD,All-Season,Sport,28.294762101363098
3144.3854653764815,2093.7910696002737,0.40290555893094354,CVT,Diesel,3.0,Yes,,Eco,Standard,36.921992248076265
2238.110465145311,869.2335776773764,0.36470579029111466,AMT,Petrol,4.0,No,FWD,All-Season,Standard,16.51466132398128
4255.180078827794,1721.3691345906223,0.44120942872238667,Manual,Petrol,4.0,Yes,AWD,Eco,Sport,
,1826.5281707218141,0.29009490310568053,DCT,Petrol,4.0,Yes,RWD,All-Season,Sport,46.091228229520794
1650.4677573795652,1876.8215084216313,0.2718528420619243,Automatic,Petrol,4.0,No,RWD,Off-Road,Standard,45.06798036391771
4643.70873797537,2366.465396913797,0.42079239339108443,AMT,Diesel,4.0,No,RWD,Eco,Eco,42.3024965941383
4290.148971692675,2240.726876162572,0.33782996332674964,Automatic,Petrol,4.0,No,AWD,Performance,Eco,44.515658616253425
4799.199653167696,2441.3437505423008,0.4193937708414121,CVT,Diesel,4.0,No,RWD,All-Season,Standard,61.73259763536103
3902.8780335534398,2865.1848061637465,0.42861804103908296,Manual,Hybrid,4.0,No,AWD,Performance,Sport,15.428460540537035
3453.6607837431593,2995.0614945334523,0.26249151872381427,Automatic,Petrol,4.0,Yes,RWD,All-Season,Standard,17.389985482887464
2672.9721451624755,2738.932305811535,0.4266929525972122,Manual,Petrol,8.0,No,FWD,Performance,Standard,24.574670496540115
4730.913933416054,3379.913979078324,0.33966381107388444,AMT,Petrol,6.0,No,4WD,Performance,Sport,23.365068999657503
4464.255558001633,849.2279732261763,0.35208649780084644,CVT,Diesel,6.0,No,4WD,All-Season,Eco,24.05972297345913
,1328.6005613455745,0.37531850221864205,DCT,Diesel,4.0,No,AWD,All-Season,Standard,48.597194292432505
1105.467897989008,820.4197624409837,0.43527652134601735,DCT,Petrol,6.0,Yes,RWD,Performance,Eco,37.97416505250827
2505.853467512198,2548.181728217428,0.25382321888595283,Manual,Diesel,,No,4WD,Performance,Eco,64.58894391673465
4242.213323127331,3224.6824821649648,0.34536869366356343,Automatic,Hybrid,6.0,No,FWD,Performance,Sport,26.344295740147242
4949.104517259778,1457.402200756008,0.38754440848611216,Manual,Petrol,4.0,No,FWD,Eco,Standard,30.541505051374735
1601.6675644141128,3302.993270950028,0.39454139153964574,,Petrol,4.0,Yes,FWD,Eco,Standard,64.21203584008245
3376.5228614085404,962.7219537818144,,Manual,Hybrid,6.0,Yes,AWD,Off-Road,Eco,56.58790704011235
2523.563426524086,3322.977272374889,0.2768870258816244,Automatic,Diesel,4.0,Yes,AWD,Eco,Eco,38.48996103392663
4879.657591258412,1749.3812555470129,0.30987911767433624,,Hybrid,,No,RWD,Eco,Sport,42.72984427729949
4368.475692542835,1073.8362368128846,0.3217431050834027,Manual,Diesel,4.0,Yes,FWD,All-Season,Eco,57.158896032642026
4353.314818844552,2111.853749803079,0.410887441535901,Manual,Hybrid,4.0,Yes,RWD,Off-Road,Sport,39.0490123023164
2874.772639179881,1493.2967328453715,0.3057519744829106,Manual,Petrol,3.0,No,RWD,Off-Road,Standard,25.301186179104214
2659.278009350661,1569.1568352971917,0.29214099277344063,AMT,Diesel,4.0,Yes,FWD,Eco,Sport,56.42222692771927
2093.628287722825,1629.6829053009737,0.44148960380761926,CVT,Hybrid,3.0,No,RWD,All-Season,Eco,41.88862456378217
1225.5019866037085,2968.169924148191,0.2517726570226938,AMT,Diesel,4.0,Yes,4WD,All-Season,Standard,22.652129858191064
4458.889505020213,2255.735447023187,0.4495641711363957,Automatic,Petrol,4.0,No,AWD,Off-Road,Sport,40.27929155921988
4251.60403652031,1640.53078772121,0.38536425977147915,Manual,Petrol,4.0,No,RWD,All-Season,Standard,35.66016902984294
4998.870693144522,2447.9012149394794,0.41569385988982344,CVT,Petrol,4.0,No,FWD,Performance,Sport,58.8421265940879
4986.547348295621,2733.6068204026224,0.30892387926923864,,Petrol,4.0,No,AWD,Eco,Eco,21.30277156803517
3221.7268224105096,1536.0848019805412,0.252863055533412,Manual,Petrol,6.0,Yes,AWD,Performance,Eco,58.76049022240128
4075.949660722042,1916.5825741184492,0.39757390371230605,Manual,Diesel,4.0,Yes,RWD,Off-Road,Standard,40.610550840514236
4779.0629195297115,1129.0924520097583,0.41682891940013517,Manual,,4.0,Yes,4WD,Off-Road,Standard,35.21822149905738
4398.589562709645,1289.1032437436368,0.3980952263907038,,Petrol,4.0,No,RWD,All-Season,Standard,23.098359220147017
1989.3924069727905,2639.0182057054535,0.2785700574601677,Automatic,Diesel,6.0,No,4WD,All-Season,Sport,50.040898131933965
2802.176541240374,1289.8835387781928,0.4006855844513938,Automatic,Petrol,4.0,No,AWD,Off-Road,,61.34033545550202
1516.6376606059798,2217.9411359010624,0.4037845564215282,Manual,Petrol,4.0,No,RWD,Off-Road,Standard,33.76886769496599
4816.204109034889,2714.424906650568,0.381708103134011,Manual,Petrol,4.0,Yes,FWD,Performance,Standard,27.079250033541673
3424.69853780352,1088.5676923558083,,CVT,,4.0,No,RWD,Performance,Standard,42.74334584995785
1914.5712220138507,2331.74299299804,0.4191842879355464,Manual,Petrol,6.0,No,4WD,All-Season,Sport,54.809297421693515
3686.8027376234268,1492.7195159936823,0.3727208228474917,Automatic,Petrol,6.0,Yes,4WD,Performance,Standard,15.188384727526653
3472.512961831583,3399.9025631414656,0.2677209427939358,DCT,Petrol,4.0,No,RWD,All-Season,Standard,46.56887181977146
,2105.5732461437965,0.3475255619334422,,Hybrid,3.0,Yes,4WD,All-Season,Sport,44.82580003493155
1454.230368798516,2976.179884392927,0.265529866934321,Manual,Petrol,4.0,No,AWD,Eco,Sport,30.907609290208
3686.2927823711984,2285.611663821907,0.33150860620648614,Automatic,Diesel,3.0,No,RWD,All-Season,Standard,37.571150180248516
3081.230803615173,917.2138387080117,0.3314212978251255,Automatic,Diesel,4.0,Yes,4WD,Performance,Standard,27.348161208091046
4089.2735669425574,2509.5087141038603,0.2632019688280483,Automatic,Diesel,4.0,No,RWD,Off-Road,Sport,54.49428689759214
,3368.7890239579738,0.3197641067938959,CVT,Hybrid,4.0,Yes,RWD,Off-Road,Eco,46.72674666830538
4408.726001274161,2424.3519143950944,,Manual,,4.0,No,FWD,Performance,Sport,41.63558110194926
3207.627355097942,3011.8099204523337,0.41164704200184443,Automatic,Petrol,8.0,,RWD,Off-Road,Eco,34.62630992089136
3243.751886141545,,0.4395376051928942,Automatic,Hybrid,4.0,Yes,FWD,All-Season,Standard,29.569219301036608
4506.6144106333795,1415.8153842621177,0.2644632950515877,Manual,Petrol,6.0,,4WD,Off-Road,Standard,56.13682430217157
2613.9314648495883,1372.5210677522118,0.44102304145834026,Automatic,Diesel,6.0,No,FWD,Performance,Eco,37.57038352167845
,2449.648669897678,0.354515319867349,Manual,Diesel,4.0,Yes,FWD,Off-Road,Sport,40.072370992083634
1115.130705253356,1909.7768684781026,0.30991313559077477,Automatic,Diesel,6.0,Yes,FWD,All-Season,Standard,41.04143652703708
4020.549022694476,3067.625517740145,0.2653724150552327,Manual,,4.0,No,AWD,All-Season,Eco,37.418346771578825
3481.238205413859,3230.0624331746303,0.3501248536140836,Automatic,Electric,4.0,No,FWD,Performance,Sport,27.80442131192119
3816.319072396894,1754.237724117339,0.40890310889814974,Automatic,Diesel,4.0,Yes,RWD,Performance,Eco,21.0170220121526
1851.8566460356428,1439.5505092311016,0.39141729545333964,CVT,Petrol,12.0,Yes,,Performance,Sport,19.926863358387035
1545.485902347079,2907.418891158427,0.26004520229279476,Manual,Hybrid,4.0,Yes,RWD,,Sport,52.873126167034435
1058.1786626715277,1541.9762959799673,0.2645803670735807,Automatic,Petrol,4.0,No,FWD,Eco,Sport,26.176391115075567
2402.3502352263877,3021.0586599869316,0.3305746565265274,Automatic,Petrol,8.0,Yes,AWD,All-Season,Sport,17.78364074769878
3359.6707474185323,1944.0932848516597,0.3090580988095887,CVT,Hybrid,3.0,Yes,4WD,Eco,Eco,54.8758703347943
2568.9761803989295,2602.3847280869704,0.2964768646112096,Automatic,Petrol,,No,FWD,Eco,Eco,22.7030826430324
2749.899688094916,1057.9453473536041,0.3062008997817427,Automatic,Petrol,6.0,No,FWD,Off-Road,Eco,46.2573045866677
4616.634777974994,2484.420176626747,0.41069654865937694,,Petrol,6.0,Yes,AWD,Eco,Eco,31.93216357239316
2393.021868093201,2019.7727325905187,0.4358456107263708,DCT,Hybrid,8.0,No,FWD,Off-Road,Eco,21.324012834565472
3055.957956639243,2383.84285057378,0.3310205389055133,Automatic,Diesel,8.0,No,RWD,Performance,Sport,35.724048962717994
4134.6120509645725,1253.6383609111313,0.4312222004264994,Automatic,Diesel,3.0,Yes,,Off-Road,,
2586.1711292850805,2789.559111349292,0.3142991402495764,CVT,Petrol,6.0,Yes,FWD,Off-Road,Standard,57.052249125628016
3488.346800911494,3129.552109366717,,,Diesel,4.0,No,4WD,Performance,Eco,
4449.45483498698,1385.1974602450941,0.2952057995631999,DCT,Diesel,4.0,Yes,4WD,Performance,Eco,21.958000545398093
4798.082494630568,1058.4292999044367,0.3780952084351688,Automatic,Petrol,4.0,No,FWD,All-Season,Standard,26.849015919449236
1588.2939237161518,863.8241823251083,0.4457962230349618,Manual,Petrol,4.0,No,AWD,All-Season,Sport,37.39875960692633
4706.350500645978,2533.323051196818,0.37069861920867575,Automatic,Petrol,12.0,Yes,4WD,All-Season,Eco,24.44346914077743
2968.465172318153,2439.153897439708,0.32156281682270976,CVT,Electric,8.0,Yes,FWD,All-Season,Sport,28.429958075054294
2032.9775531958335,,0.3795634891981057,Automatic,Diesel,4.0,No,4WD,Off-Road,Standard,41.719278211763154
2836.5430249530455,1426.2571595131335,0.2745841356930775,Automatic,Hybrid,3.0,No,FWD,Off-Road,Standard,56.630450651919276
,,0.42773181605307975,CVT,Petrol,4.0,No,4WD,All-Season,,35.091984284496036
,2405.086105002667,,Automatic,Diesel,6.0,No,4WD,Eco,Sport,
2315.0064411500325,2141.2705189197573,0.3398699484079284,DCT,Diesel,6.0,Yes,RWD,All-Season,Eco,58.83421067303242
3533.6034172669033,3467.0209045801957,0.36717295769070385,Automatic,Diesel,4.0,No,FWD,Eco,Standard,25.8150470148081
1960.5824751127723,1168.3873319031795,0.3749567725578805,Automatic,Electric,3.0,No,FWD,Performance,Sport,55.359598520108
1303.4533124346558,2676.8902959285033,0.2643551612453026,Automatic,Petrol,4.0,No,FWD,Off-Road,Eco,52.87010991655137
,1891.6606738815888,0.3865234442446805,CVT,Petrol,4.0,Yes,FWD,Off-Road,Eco,32.846864897406746
,1956.1389602991599,,Manual,,8.0,Yes,4WD,Eco,Eco,64.47599797504336
1607.6107740491775,2737.5139672770756,0.39279052650131796,Manual,Diesel,4.0,,RWD,All-Season,Standard,28.12861857179785
1555.3086905976406,2669.577608575798,0.41450695887683936,AMT,Diesel,4.0,No,RWD,Off-Road,Eco,27.74016330158478
3563.4989792128586,3476.3911829959084,0.41079170151050404,Manual,Petrol,4.0,Yes,AWD,Eco,Sport,53.61295823265989
1727.5203375965793,1146.6645815261381,0.3605001934815778,Automatic,Diesel,3.0,Yes,FWD,Performance,Eco,36.73286590255421
2382.669133295453,1081.096053337249,0.35403397846215023,Automatic,Petrol,8.0,No,AWD,Performance,Standard,31.539749739052162
4587.153639624047,2755.714806247601,0.27857519226788235,Automatic,Petrol,4.0,No,4WD,Off-Road,Eco,23.93314026695515
,2361.6446759173045,0.4050692300806271,Automatic,,4.0,Yes,AWD,All-Season,Standard,53.2666215467272
3670.230954084109,1540.233799711476,0.3042818760893429,Manual,Diesel,4.0,Yes,FWD,Eco,Standard,54.31609030680385
1689.2794848065193,1014.4322962702638,0.3493390845635893,Automatic,,4.0,Yes,RWD,,Sport,43.32820016150703
1769.1560752346832,1031.2772739103625,0.30685481858550334,Automatic,Petrol,4.0,No,RWD,Performance,Sport,62.865680659568646
1163.4744650659154,3214.315361593119,0.2767656725999386,Automatic,Petrol,,No,FWD,All-Season,Eco,30.908163521132714
1675.7402522886582,1318.0417767406059,0.3759115393783473,Manual,Petrol,4.0,No,4WD,Eco,Standard,25.98095227396686
,1673.103217711906,0.26086640696458074,Automatic,Diesel,4.0,No,FWD,Off-Road,Standard,48.873338446723096
1708.0419371069872,1411.9722860128677,0.39972904682524,Manual,Hybrid,4.0,Yes,4WD,Eco,Sport,52.920432039985236
1354.8101350282225,1758.4900257462307,0.31351735905222333,Manual,Petrol,4.0,No,RWD,All-Season,Sport,26.245298527591117
1482.5434844024032,987.4443754144521,0.2500269386008971,Manual,Diesel,3.0,No,4WD,All-Season,Eco,18.83053821305566
2843.115072130903,2201.46143545233,0.35222582784744594,Manual,Hybrid,4.0,Yes,FWD,Performance,Standard,55.5258243293186
1825.33487362317,982.5539216989803,,CVT,Hybrid,6.0,Yes,FWD,All-Season,Sport,63.82509868230062
2457.0794441923017,2960.962571120376,0.3052339115641799,Manual,Petrol,6.0,No,FWD,Off-Road,,47.23361430361422
3013.669083419428,1431.0226211581692,0.3913952974911432,DCT,Electric,4.0,No,4WD,Eco,,28.893345007194707
3761.579314517461,2258.0321694321783,0.2625379243243732,AMT,Petrol,4.0,Yes,4WD,All-Season,Standard,64.8336304276396
1157.2485593643958,3176.213536415937,0.4178676984712005,Automatic,Petrol,3.0,No,4WD,All-Season,Sport,59.66333181335387
4197.641595636171,2557.3688964274243,0.2507639845317166,Manual,Petrol,4.0,No,RWD,Off-Road,Eco,40.66903231401469
3511.601557963631,2238.986023688605,0.29936477384038046,Automatic,Petrol,6.0,Yes,AWD,Eco,Sport,56.26606424209169
1327.0361277954876,1675.701133411514,0.39818081123041427,CVT,,4.0,,AWD,Eco,Eco,55.791026163148345
4494.314496427109,1699.1051652571346,0.3132540299458614,Automatic,Petrol,4.0,Yes,FWD,Performance,Standard,61.73994848367498
4683.4896021272525,,0.2703784776132027,Manual,Petrol,6.0,No,RWD,Performance,Eco,57.046192188673004
1244.311839419455,3484.176275297152,0.32204678376008555,Automatic,Hybrid,6.0,Yes,4WD,Eco,Eco,47.183961797858224
2107.5105925888147,2586.965812593322,0.3040786572769051,CVT,Hybrid,4.0,Yes,FWD,Off-Road,Eco,45.46518594782537
4224.805119172245,2306.0152268990673,0.418542380432111,CVT,Petrol,4.0,No,RWD,Off-Road,Eco,38.36786441658059
3993.0387615346335,2772.7563776459647,,Manual,Hybrid,4.0,No,FWD,Performance,Eco,46.32428199853787
1738.0840774255093,2056.055153166039,0.4077864943552014,Automatic,Hybrid,4.0,Yes,RWD,All-Season,Sport,54.760829326519136
1837.3972933468413,962.38432502212,0.42837442896214695,Manual,Diesel,8.0,No,RWD,Off-Road,Eco,63.451881315127665
2481.888411165528,2318.2014028703566,0.3367634839153059,Manual,Petrol,6.0,No,,All-Season,Eco,38.36436790910601
2938.0919407640854,3385.5882681645267,0.4319886287708784,DCT,Diesel,6.0,No,FWD,Off-Road,Standard,43.68266014943785
3473.019086121184,1273.3179443656811,0.3254636107926386,Manual,Hybrid,3.0,No,4WD,Eco,Eco,37.24027475293909
2475.6545582790895,2663.013205215798,0.4428156832980217,Manual,Diesel,6.0,Yes,AWD,Performance,Standard,
2850.1388645325915,1342.5209593794525,0.2678579049051146,Manual,Petrol,4.0,No,AWD,All-Season,Sport,46.49602520306298
3989.8837525350264,2246.7347480773196,0.3874038533006485,DCT,Diesel,4.0,No,4WD,All-Season,Sport,15.891689509681164
1146.7328115623916,1061.026414046143,0.3487628080913857,CVT,Diesel,4.0,No,RWD,Eco,Eco,42.05807795503292
2009.747777376083,2016.0015278970998,0.3275297610911294,Automatic,Diesel,3.0,No,4WD,Off-Road,Sport,19.4243447849507
3853.3983435382097,2841.640988017164,0.37654237574972016,CVT,Petrol,6.0,No,FWD,All-Season,Eco,
4580.8273507487975,1738.4431154452516,0.39077141832686624,Manual,Petrol,4.0,Yes,4WD,Off-Road,Sport,54.55985810423491
3046.709768462664,2595.2616561154887,0.2508726539300618,Automatic,Hybrid,4.0,No,RWD,,Eco,27.932493107965026
3128.4539410612624,2947.714894132269,0.28339061774943974,Automatic,Hybrid,4.0,No,4WD,Performance,Eco,32.03275386436496
1428.6880453591043,3303.380112594522,0.3926092101268638,Manual,Petrol,,No,RWD,All-Season,Standard,18.20422938020331
2789.649467293819,1433.5336210097246,0.3832770827156413,Automatic,Electric,3.0,Yes,RWD,Off-Road,Standard,23.975013024717533
3130.4690658200925,1878.152972685132,0.4432095010257354,,Petrol,4.0,No,FWD,All-Season,Standard,53.28024091288962
1969.8820145389186,1211.523235992127,0.4022075580501566,Manual,,6.0,,4WD,Off-Road,Standard,39.676541511631044
2076.972923797524,3479.705455827613,0.44015454154626765,Manual,Diesel,3.0,,4WD,Off-Road,Eco,59.03342312750742
2509.1366524184905,3302.902613395597,0.39050810030696137,Manual,Hybrid,,No,FWD,Off-Road,Sport,34.86210657334176
1080.2847911109054,2257.884251757511,0.30961044172788865,Manual,Hybrid,4.0,No,RWD,Eco,Eco,28.43503678771341
2288.3166623327133,3073.4898948163373,0.2710729844501713,DCT,Petrol,6.0,No,4WD,Performance,Standard,32.37999072293255
1845.7920279861787,2206.586538634514,0.40636477266898713,Automatic,Hybrid,4.0,No,FWD,All-Season,Standard,50.638589675845225
2309.9894087116586,2483.681357607451,0.3788298442951832,,Petrol,4.0,No,RWD,Performance,Sport,42.7502836167243
,1040.635966713245,0.25963720247865923,CVT,Diesel,4.0,Yes,FWD,Off-Road,Standard,60.20956037762139
4562.10912295958,2839.2301353413814,0.3220100931801957,Manual,Diesel,4.0,No,4WD,Off-Road,Eco,45.10843846944417
3374.3698142161948,1144.826405815134,0.4413599630968572,Automatic,Diesel,3.0,No,FWD,,Eco,39.65091042407516
3716.4092765779583,3030.3826016818266,0.35008022914204023,Automatic,Petrol,,No,,Performance,Eco,54.28763619433664
4156.684954429353,2911.475836710042,0.33654582720394094,Automatic,Hybrid,4.0,No,,All-Season,Eco,62.37669253667226
2993.768795716229,,0.3415399210318588,AMT,Petrol,4.0,No,AWD,Off-Road,Eco,32.792295562248526
1347.6811523496947,897.6330274168577,0.29177654480103277,CVT,Petrol,,Yes,AWD,Performance,Sport,27.49381050827388
3148.426167274191,1618.446561052387,0.32374143417295903,Automatic,Diesel,4.0,No,RWD,Eco,Eco,45.81086981470696
3347.3644720835164,1510.4039387592757,0.32396265119743534,CVT,Petrol,4.0,Yes,RWD,Off-Road,Standard,39.94364105769405
3981.75789673732,1772.3683001731015,0.26047100403749446,Manual,Hybrid,4.0,Yes,FWD,Off-Road,Standard,
2726.6381849187173,1036.635416262364,0.4035135257035837,Manual,Petrol,4.0,Yes,RWD,All-Season,,38.11808920738667
1510.321211182255,3329.7861221838693,0.3333008863807758,Manual,Petrol,4.0,No,AWD,Eco,Standard,18.716577568017293
2135.103623194898,2295.266049923416,,Automatic,Hybrid,4.0,Yes,AWD,All-Season,Sport,63.868453038881796
2452.3291855945404,1624.9156387766636,0.4200696002239791,Automatic,Diesel,6.0,Yes,4WD,Eco,Standard,57.179347279677
3583.6689653264048,1871.8500961005652,0.29239881093973163,Automatic,Petrol,8.0,Yes,RWD,All-Season,Sport,23.912507197898165
3283.1132186756477,2007.4468593630563,0.38147069643402576,DCT,Diesel,4.0,Yes,AWD,Eco,Standard,60.230262655643465
2424.386903591385,2421.6047000736667,0.34445636083259634,Automatic,Diesel,4.0,No,,Eco,Sport,32.033341041087226
4946.060995171919,2192.334454780544,0.42603134758429706,Automatic,Diesel,4.0,No,4WD,Eco,Sport,33.85559922672223
3423.0992774275487,3282.358327678927,0.2931481358352908,Manual,Petrol,,Yes,FWD,Performance,Sport,60.319574118107965
1948.907166943978,2141.801403845742,0.38556264006200885,Manual,Hybrid,4.0,No,AWD,Off-Road,Standard,41.50577825176576
1407.129890481615,3478.826640022944,,Automatic,Hybrid,4.0,No,FWD,,Sport,
1611.4365567373281,3098.8473859117585,0.30906029551436653,Automatic,Diesel,6.0,,AWD,,Eco,33.4528079670902
1983.8309135380325,1362.9783887648068,0.2773201807302345,CVT,Petrol,6.0,Yes,FWD,Performance,,51.10487231339404
1642.7254930382228,3312.607079538574,0.38032795209545533,Manual,Hybrid,6.0,No,FWD,All-Season,Standard,23.709209403400834
1746.2680962052232,1114.1892742907853,0.39771949162646614,Manual,Diesel,,Yes,RWD,Off-Road,Eco,44.51155987031794
2140.3806747753883,3007.114212926217,0.31312546875267,Automatic,Diesel,6.0,Yes,FWD,Off-Road,Eco,49.76370664722084
1693.4943811790195,1827.6828923867663,0.3789665208044628,Manual,Petrol,6.0,Yes,RWD,All-Season,Eco,32.19267877712897
4587.0616985057,3170.5306652016875,0.3290261815223007,Manual,Hybrid,4.0,No,4WD,Off-Road,,49.694034435416114
1320.9349826465689,,0.39264137665652354,CVT,Diesel,4.0,Yes,AWD,All-Season,Standard,59.21036759146593
3098.0455582810187,,0.28984305497881063,Manual,Petrol,4.0,Yes,4WD,Performance,Eco,38.60583721166205
2641.5873079586463,2933.0821780290657,0.4280430005272349,Automatic,,8.0,Yes,AWD,Performance,Standard,34.14546640898928
4929.514467634426,1622.63367556471,0.30748191929311597,Manual,Hybrid,3.0,No,,Eco,Sport,27.557920067914285
1448.1556086722094,1018.4820642383809,0.3235571975512306,Manual,Petrol,4.0,No,AWD,All-Season,Eco,45.21027399316521
,1888.0464826659359,,Automatic,Electric,4.0,Yes,FWD,Performance,Standard,58.9926024019358
4877.881733101475,1268.5161904635734,0.2723024424642553,CVT,Diesel,6.0,No,AWD,Performance,Standard,31.233063359259702
4462.028503575921,2676.3679400366464,0.35317238054246564,Automatic,Diesel,4.0,No,AWD,All-Season,,34.81177622686518
4268.288283797119,1734.469261652021,0.3035185353455943,CVT,Petrol,4.0,No,4WD,Performance,Standard,35.331275877499195
2031.6113081797594,3434.1475423217703,0.4170960451484389,Manual,Petrol,4.0,Yes,4WD,Off-Road,Eco,43.04061708887586
1683.5503495602634,2530.6246088323965,0.25293867773099077,CVT,Hybrid,,No,4WD,Performance,Standard,26.420448078371933
3674.572879697724,3020.6975218127745,0.32581880973438726,Manual,Petrol,4.0,Yes,RWD,All-Season,Sport,56.11055776538522
4717.503956510343,1157.8166164029908,0.31746910935381856,Automatic,Diesel,4.0,No,RWD,Off-Road,Eco,29.780113875211065
3227.051572055719,3127.4391021360807,,Automatic,Petrol,6.0,Yes,AWD,,Sport,50.2681345448341
3286.450757879599,3291.4444143861647,0.274873679800102,DCT,Petrol,4.0,Yes,AWD,Performance,Eco,40.6607870889776
2119.916374641137,2115.067180811127,0.33272853498372706,Automatic,Petrol,,Yes,FWD,Eco,Standard,44.29488016763784
